2014-05-19-07:08:50,45 0.0000
2014-05-19-07:08:55,45 0.0000
2014-05-19-07:09:00,46 0.0000
2014-05-19-07:09:05,46 0.0000
2014-05-19-07:09:10,47 0.0000
2014-05-19-07:09:15,47 0.0000
2014-05-19-07:09:20,47 0.0000
2014-05-19-07:09:25,48 0.0000
2014-05-19-07:09:30,48 0.0000
2014-05-19-07:09:35,49 0.0000
2014-05-19-07:09:40,49 0.0000
2014-05-19-07:09:45,49 0.0000
2014-05-19-07:09:50,50 0.0000
2014-05-19-07:09:55,50 0.0000
2014-05-19-07:10:00,51 0.0000
2014-05-19-07:10:05,51 0.0000
2014-05-19-07:10:10,51 0.0000
2014-05-19-07:10:15,52 0.0000
2014-05-19-07:10:20,52 0.0000
2014-05-19-07:10:25,53 0.0000
2014-05-19-07:10:30,53 0.0000
2014-05-19-07:10:35,54 0.0000
2014-05-19-07:10:40,54 0.0000
2014-05-19-07:10:45,54 0.0000
2014-05-19-07:10:50,55 0.0000
2014-05-19-07:10:55,55 0.0000
2014-05-19-07:11:00,56 0.0000
2014-05-19-07:11:05,56 0.0000
2014-05-19-07:11:10,56 0.0000
2014-05-19-07:11:15,57 0.0000
2014-05-19-07:11:20,57 0.0000
2014-05-19-07:11:25,58 0.0000
2014-05-19-07:11:30,58 0.0000
2014-05-19-07:11:35,58 0.0000
2014-05-19-07:11:40,59 0.0000
2014-05-19-07:11:45,59 0.0000
2014-05-19-07:11:50,60 0.0000
2014-05-19-07:11:55,60 0.0000
2014-05-19-07:12:00,61 0.0000
2014-05-19-07:12:05,61 0.0000
2014-05-19-07:12:10,61 0.0000
2014-05-19-07:12:15,62 0.0000
2014-05-19-07:12:20,62 0.0000
2014-05-19-07:12:25,63 0.0000
2014-05-19-07:12:30,63 0.0000
2014-05-19-07:12:35,63 0.0000
2014-05-19-07:12:40,64 0.0000
2014-05-19-07:12:45,64 0.0000
2014-05-19-07:12:50,65 0.0000
2014-05-19-07:12:55,65 0.0000
2014-05-19-07:13:00,65 0.0000
2014-05-19-07:13:05,66 0.0000
2014-05-19-07:13:10,66 0.0000
2014-05-19-07:13:15,67 0.0000
2014-05-19-07:13:20,67 0.0000
2014-05-19-07:13:25,67 0.0000
2014-05-19-07:13:30,68 0.0000
2014-05-19-07:13:35,68 0.0000
2014-05-19-07:13:40,69 0.0000
2014-05-19-07:13:45,69 0.0000
2014-05-19-07:13:50,69 0.0000
2014-05-19-07:13:55,70 0.0000
2014-05-19-07:14:00,70 0.0000
2014-05-19-07:14:05,70 0.0000
2014-05-19-07:14:10,71 0.0000
2014-05-19-07:14:15,71 0.0000
2014-05-19-07:14:20,72 0.0000
2014-05-19-07:14:25,72 0.0000
2014-05-19-07:14:30,72 0.0000
2014-05-19-07:14:35,73 0.0000
2014-05-19-07:14:40,73 0.0000
2014-05-19-07:14:45,74 0.0000
2014-05-19-07:14:50,74 0.0000
2014-05-19-07:14:55,74 0.0000
2014-05-19-07:15:00,75 0.0000
2014-05-19-07:15:05,75 0.0000
2014-05-19-07:15:10,76 0.0000
2014-05-19-07:15:15,76 0.0000
2014-05-19-07:15:20,76 0.0000
2014-05-19-07:15:25,77 0.0000
2014-05-19-07:15:30,77 0.0000
2014-05-19-07:15:35,78 0.0000
2014-05-19-07:15:40,78 0.0000
2014-05-19-07:15:45,78 0.0000
2014-05-19-07:15:50,79 0.0000
2014-05-19-07:15:55,79 0.0000
2014-05-19-07:16:00,79 0.0000
2014-05-19-07:16:05,80 0.0000
2014-05-19-07:16:10,80 0.0000
2014-05-19-07:16:15,81 0.0000
2014-05-19-07:16:20,81 0.0000
2014-05-19-07:16:25,81 0.0000
2014-05-19-07:16:30,82 0.0000
2014-05-19-07:16:35,82 0.0000
2014-05-19-07:16:40,83 0.0000
2014-05-19-07:16:45,83 0.0000
2014-05-19-07:16:50,83 0.0000
2014-05-19-07:16:55,84 0.0000
2014-05-19-07:17:00,84 0.0000
2014-05-19-07:17:05,85 0.0000
2014-05-19-07:17:10,85 0.0000
2014-05-19-07:17:15,85 0.0000
2014-05-19-07:17:20,86 0.0000
2014-05-19-07:17:25,86 0.0000
2014-05-19-07:17:30,86 0.0000
2014-05-19-07:17:35,87 0.0000
2014-05-19-07:17:40,87 0.0000
2014-05-19-07:17:45,88 0.0000
2014-05-19-07:17:50,88 0.0000
2014-05-19-07:17:55,88 0.0000
2014-05-19-07:18:00,89 0.0000
2014-05-19-07:18:05,89 0.0000
2014-05-19-07:18:10,90 0.0000
2014-05-19-07:18:15,90 0.0000
2014-05-19-07:18:20,90 0.0000
2014-05-19-07:18:25,91 0.0000
2014-05-19-07:18:30,91 0.0000
2014-05-19-07:18:35,92 0.0000
2014-05-19-07:18:40,92 0.0000
2014-05-19-07:18:45,92 0.0000
2014-05-19-07:18:50,93 0.0000
2014-05-19-07:18:55,93 0.0000
2014-05-19-07:19:00,94 0.0000
2014-05-19-07:19:05,94 0.0000
2014-05-19-07:19:10,94 0.0000
2014-05-19-07:19:15,95 0.0000
2014-05-19-07:19:20,95 0.0000
2014-05-19-07:19:25,95 0.0000
2014-05-19-07:19:30,96 0.0000
2014-05-19-07:19:35,96 0.0000
2014-05-19-07:19:40,97 0.0000
2014-05-19-07:19:45,97 0.0000
2014-05-19-07:19:50,97 0.0000
2014-05-19-07:19:55,98 0.0000
2014-05-19-07:20:00,98 0.0000
2014-05-19-07:20:05,99 0.0000
2014-05-19-07:20:10,99 0.0000
2014-05-19-07:20:15,99 0.0000
2014-05-19-07:20:21,00 0.0000
2014-05-19-07:20:26,00 0.0000
2014-05-19-07:20:31,01 0.0000
2014-05-19-07:20:36,01 0.0000
2014-05-19-07:20:41,01 0.0000
2014-05-19-07:20:46,02 0.0000
2014-05-19-07:20:51,02 0.0000
2014-05-19-07:20:56,03 0.0000
2014-05-19-07:21:01,03 0.0000
2014-05-19-07:21:06,03 0.0000
2014-05-19-07:21:11,04 0.0000
2014-05-19-07:21:16,04 0.0000
2014-05-19-07:21:21,04 0.0000
2014-05-19-07:21:26,05 0.0000
2014-05-19-07:21:31,05 0.0000
2014-05-19-07:21:36,06 0.0000
2014-05-19-07:21:41,06 0.0000
2014-05-19-07:21:46,06 0.0000
2014-05-19-07:21:51,07 0.0000
2014-05-19-07:21:56,07 0.0000
2014-05-19-07:22:01,08 0.0000
2014-05-19-07:22:06,08 0.0000
2014-05-19-07:22:11,08 0.0000
2014-05-19-07:22:16,09 0.0000
2014-05-19-07:22:21,09 0.0000
2014-05-19-07:22:26,10 0.0000
2014-05-19-07:22:31,10 0.0000
2014-05-19-07:22:36,10 0.0000
2014-05-19-07:22:41,11 0.0000
2014-05-19-07:22:46,11 0.0000
2014-05-19-07:22:51,12 0.0000
2014-05-19-07:22:56,12 0.0000
2014-05-19-07:23:01,12 0.0000
2014-05-19-07:23:06,13 0.0000
2014-05-19-07:23:11,13 0.0000
2014-05-19-07:23:16,13 0.0000
2014-05-19-07:23:21,14 0.0000
2014-05-19-07:23:26,14 0.0000
2014-05-19-07:23:31,15 0.0000
2014-05-19-07:23:36,15 0.0000
2014-05-19-07:23:41,15 0.0000
2014-05-19-07:23:46,16 0.0000
2014-05-19-07:23:51,16 0.0000
2014-05-19-07:23:56,17 0.0000
2014-05-19-07:24:01,17 0.0000
2014-05-19-07:24:06,17 0.0000
2014-05-19-07:24:11,18 0.0000
2014-05-19-07:24:16,18 0.0000
2014-05-19-07:24:21,19 0.0000
2014-05-19-07:24:26,19 0.0000
2014-05-19-07:24:31,19 0.0000
2014-05-19-07:24:36,20 0.0000
2014-05-19-07:24:41,20 0.0000
2014-05-19-07:24:46,21 0.0000
2014-05-19-07:24:51,21 0.0000
2014-05-19-07:24:56,21 0.0000
2014-05-19-07:25:01,22 0.0000
2014-05-19-07:25:06,22 0.0000
2014-05-19-07:25:11,22 0.0000
2014-05-19-07:25:16,23 0.0000
2014-05-19-07:25:21,23 0.0000
2014-05-19-07:25:26,24 0.0000
2014-05-19-07:25:31,24 0.0000
2014-05-19-07:25:36,24 0.0000
2014-05-19-07:25:41,25 0.0000
2014-05-19-07:25:46,25 0.0000
2014-05-19-07:25:51,26 0.0000
2014-05-19-07:25:56,26 0.0000
2014-05-19-07:26:01,26 0.0000
2014-05-19-07:26:06,27 0.0000
2014-05-19-07:26:11,27 0.0000
2014-05-19-07:26:16,28 0.0000
2014-05-19-07:26:21,28 0.0000
2014-05-19-07:26:26,28 0.0000
2014-05-19-07:26:31,29 0.0000
2014-05-19-07:26:36,29 0.0000
2014-05-19-07:26:41,30 0.0000
2014-05-19-07:26:46,30 0.0000
2014-05-19-07:26:51,30 0.0000
2014-05-19-07:26:56,31 0.0000
2014-05-19-07:27:01,31 0.0000
2014-05-19-07:27:06,31 0.0000
2014-05-19-07:27:11,32 0.0000
2014-05-19-07:27:16,32 0.0000
2014-05-19-07:27:21,33 0.0000
2014-05-19-07:27:26,33 0.0000
2014-05-19-07:27:31,33 0.0000
2014-05-19-07:27:36,34 0.0000
2014-05-19-07:27:41,34 0.0000
2014-05-19-07:27:46,35 0.0000
2014-05-19-07:27:51,35 0.0000
2014-05-19-07:27:56,35 0.0000
2014-05-19-07:28:01,36 0.0000
2014-05-19-07:28:06,36 0.0000
2014-05-19-07:28:11,37 0.0000
2014-05-19-07:28:16,37 0.0000
2014-05-19-07:28:21,37 0.0000
2014-05-19-07:28:26,38 0.0000
2014-05-19-07:28:31,38 0.0000
2014-05-19-07:28:36,39 0.0000
2014-05-19-07:28:41,39 0.0000
2014-05-19-07:28:46,39 0.0000
2014-05-19-07:28:51,40 0.0000
2014-05-19-07:28:56,40 0.0000
2014-05-19-07:29:01,40 0.0000
2014-05-19-07:29:06,41 0.0000
2014-05-19-07:29:11,41 0.0000
2014-05-19-07:29:16,42 0.0000
2014-05-19-07:29:21,42 0.0000
2014-05-19-07:29:26,42 0.0000
2014-05-19-07:29:31,43 0.0000
2014-05-19-07:29:36,43 0.0000
2014-05-19-07:29:41,44 0.0000
2014-05-19-07:29:46,44 0.0000
2014-05-19-07:29:51,44 0.0000
2014-05-19-07:29:56,45 0.0000
2014-05-19-07:30:01,45 0.0000
2014-05-19-07:30:06,46 0.0000
2014-05-19-07:30:11,46 0.0000
2014-05-19-07:30:16,46 0.0000
2014-05-19-07:30:21,47 0.0000
2014-05-19-07:30:26,47 0.0000
2014-05-19-07:30:31,48 0.0000
2014-05-19-07:30:36,48 0.0000
2014-05-19-07:30:41,48 0.0000
2014-05-19-07:30:46,49 0.0000
2014-05-19-07:30:51,49 0.0000
2014-05-19-07:30:56,49 0.0000
2014-05-19-07:31:01,50 0.0000
2014-05-19-07:31:06,50 0.0000
2014-05-19-07:31:11,51 0.0000
2014-05-19-07:31:16,51 0.0000
2014-05-19-07:31:21,51 0.0000
2014-05-19-07:31:26,52 0.0000
2014-05-19-07:31:31,52 0.0000
2014-05-19-07:31:36,53 0.0000
2014-05-19-07:31:41,53 0.0000
2014-05-19-07:31:46,53 0.0000
2014-05-19-07:31:51,54 0.0000
2014-05-19-07:31:56,54 0.0000
2014-05-19-07:32:01,55 0.0000
2014-05-19-07:32:06,55 0.0000
2014-05-19-07:32:11,55 0.0000
2014-05-19-07:32:16,56 0.0000
2014-05-19-07:32:21,56 0.0000
2014-05-19-07:32:26,56 0.0000
2014-05-19-07:32:31,57 0.0000
2014-05-19-07:32:36,57 0.0000
2014-05-19-07:32:41,58 0.0000
2014-05-19-07:32:46,58 0.0000
2014-05-19-07:32:51,58 0.0000
2014-05-19-07:32:56,59 0.0000
2014-05-19-07:33:01,59 0.0000
2014-05-19-07:33:06,60 0.0000
2014-05-19-07:33:11,60 0.0000
2014-05-19-07:33:16,60 0.0000
2014-05-19-07:33:21,61 0.0000
2014-05-19-07:33:26,61 0.0000
2014-05-19-07:33:31,62 0.0000
2014-05-19-07:33:36,62 0.0000
2014-05-19-07:33:41,62 0.0000
2014-05-19-07:33:46,63 0.0000
2014-05-19-07:33:51,63 0.0000
2014-05-19-07:33:56,64 0.0000
2014-05-19-07:34:01,64 0.0000
2014-05-19-07:34:06,64 0.0000
2014-05-19-07:34:11,65 0.0000
2014-05-19-07:34:16,65 0.0000
2014-05-19-07:34:21,66 0.0000
2014-05-19-07:34:26,66 0.0000
2014-05-19-07:34:31,66 0.0000
2014-05-19-07:34:36,67 0.0000
2014-05-19-07:34:41,67 0.0000
2014-05-19-07:34:46,67 0.0000
2014-05-19-07:34:51,68 0.0000
2014-05-19-07:34:56,68 0.0000
2014-05-19-07:35:01,69 0.0000
2014-05-19-07:35:06,69 0.0000
2014-05-19-07:35:11,69 0.0000
2014-05-19-07:35:16,70 0.0000
2014-05-19-07:35:21,70 0.0000
2014-05-19-07:35:26,71 0.0000
2014-05-19-07:35:31,71 0.0000
2014-05-19-07:35:36,71 0.0000
2014-05-19-07:35:41,72 0.0000
2014-05-19-07:35:46,72 0.0000
2014-05-19-07:35:51,73 0.0000
2014-05-19-07:35:56,73 0.0000
2014-05-19-07:36:01,73 0.0000
2014-05-19-07:36:06,74 0.0000
2014-05-19-07:36:11,74 0.0000
2014-05-19-07:36:16,74 0.0000
2014-05-19-07:36:21,75 0.0000
2014-05-19-07:36:26,75 0.0000
2014-05-19-07:36:31,76 0.0000
2014-05-19-07:36:36,76 0.0000
2014-05-19-07:36:41,76 0.0000
2014-05-19-07:36:46,77 0.0000
2014-05-19-07:36:51,77 0.0000
2014-05-19-07:36:56,78 0.0000
2014-05-19-07:37:01,78 0.0000
2014-05-19-07:37:06,78 0.0000
2014-05-19-07:37:11,79 0.0000
2014-05-19-07:37:16,79 0.0000
2014-05-19-07:37:21,80 0.0000
2014-05-19-07:37:26,80 0.0000
2014-05-19-07:37:31,80 0.0000
2014-05-19-07:37:36,81 0.0000
2014-05-19-07:37:41,81 0.0000
2014-05-19-07:37:46,82 0.0000
2014-05-19-07:37:51,82 0.0000
2014-05-19-07:37:56,82 0.0000
2014-05-19-07:38:01,83 0.0000
2014-05-19-07:38:06,83 0.0000
2014-05-19-07:38:11,83 0.0000
2014-05-19-07:38:16,84 0.0000
2014-05-19-07:38:21,84 0.0000
2014-05-19-07:38:26,85 0.0000
2014-05-19-07:38:31,85 0.0000
2014-05-19-07:38:36,86 0.0000
2014-05-19-07:38:41,86 0.0000
2014-05-19-07:38:46,87 0.0000
2014-05-19-07:38:51,87 0.0000
2014-05-19-07:38:56,87 0.0000
2014-05-19-07:39:01,88 0.0000
2014-05-19-07:39:06,88 0.0000
2014-05-19-07:39:11,89 0.0000
2014-05-19-07:39:16,89 0.0000
2014-05-19-07:39:21,89 0.0000
2014-05-19-07:39:26,90 0.0000
2014-05-19-07:39:31,90 0.0000
2014-05-19-07:39:36,91 0.0000
2014-05-19-07:39:41,91 0.0000
2014-05-19-07:39:46,91 0.0000
2014-05-19-07:39:51,92 0.0000
2014-05-19-07:39:56,92 0.0000
2014-05-19-07:40:01,92 0.0000
2014-05-19-07:40:06,93 0.0000
2014-05-19-07:40:11,93 0.0000
2014-05-19-07:40:16,94 0.0000
2014-05-19-07:40:21,94 0.0000
2014-05-19-07:40:26,94 0.0000
2014-05-19-07:40:31,95 0.0000
2014-05-19-07:40:36,95 0.0000
2014-05-19-07:40:41,96 0.0000
2014-05-19-07:40:46,96 0.0000
2014-05-19-07:40:51,96 0.0000
2014-05-19-07:40:56,97 0.0000
2014-05-19-07:41:01,97 0.0000
2014-05-19-07:41:06,98 0.0000
2014-05-19-07:41:11,98 0.0000
2014-05-19-07:41:16,98 0.0000
2014-05-19-07:41:21,99 0.0000
2014-05-19-07:41:26,99 0.0000
2014-05-19-07:41:32,00 0.0000
2014-05-19-07:41:37,00 0.0000
2014-05-19-07:41:42,00 0.0000
2014-05-19-07:41:47,01 0.0000
2014-05-19-07:41:52,01 0.0000
2014-05-19-07:41:57,01 0.0000
2014-05-19-07:42:02,02 0.0000
2014-05-19-07:42:07,02 0.0000
2014-05-19-07:42:12,03 0.0000
2014-05-19-07:42:17,03 0.0000
2014-05-19-07:42:22,03 0.0000
2014-05-19-07:42:27,04 0.0000
2014-05-19-07:42:32,04 0.0000
2014-05-19-07:42:37,05 0.0000
2014-05-19-07:42:42,05 0.0000
2014-05-19-07:42:47,05 0.0000
2014-05-19-07:42:52,06 0.0000
2014-05-19-07:42:57,06 0.0000
2014-05-19-07:43:02,07 0.0000
2014-05-19-07:43:07,07 0.0000
2014-05-19-07:43:12,07 0.0000
2014-05-19-07:43:17,08 0.0000
2014-05-19-07:43:22,08 0.0000
2014-05-19-07:43:27,09 0.0000
2014-05-19-07:43:32,09 0.0000
2014-05-19-07:43:37,09 0.0000
2014-05-19-07:43:42,10 0.0000
2014-05-19-07:43:47,10 0.0000
2014-05-19-07:43:52,10 0.0000
2014-05-19-07:43:57,11 0.0000
2014-05-19-07:44:02,11 0.0000
2014-05-19-07:44:07,12 0.0000
2014-05-19-07:44:12,12 0.0000
2014-05-19-07:44:17,12 0.0000
2014-05-19-07:44:22,13 0.0000
2014-05-19-07:44:27,13 0.0000
2014-05-19-07:44:32,14 0.0000
2014-05-19-07:44:37,14 0.0000
2014-05-19-07:44:42,14 0.0000
2014-05-19-07:44:47,15 0.0000
2014-05-19-07:44:52,15 0.0000
2014-05-19-07:44:57,16 0.0000
2014-05-19-07:45:02,16 0.0000
2014-05-19-07:45:07,16 0.0000
2014-05-19-07:45:12,17 0.0000
2014-05-19-07:45:17,17 0.0000
2014-05-19-07:45:22,18 0.0000
2014-05-19-07:45:27,18 0.0000
2014-05-19-07:45:32,18 0.0000
2014-05-19-07:45:37,19 0.0000
2014-05-19-07:45:42,19 0.0000
2014-05-19-07:45:47,19 0.0000
2014-05-19-07:45:52,20 0.0000
2014-05-19-07:45:57,20 0.0000
2014-05-19-07:46:02,21 0.0000
2014-05-19-07:46:07,21 0.0000
2014-05-19-07:46:12,21 0.0000
2014-05-19-07:46:17,22 0.0000
2014-05-19-07:46:22,22 0.0000
2014-05-19-07:46:27,23 0.0000
2014-05-19-07:46:32,23 0.0000
2014-05-19-07:46:37,23 0.0000
2014-05-19-07:46:42,24 0.0000
2014-05-19-07:46:47,24 0.0000
2014-05-19-07:46:52,25 0.0000
2014-05-19-07:46:57,25 0.0000
2014-05-19-07:47:02,25 0.0000
2014-05-19-07:47:07,26 0.0000
2014-05-19-07:47:12,26 0.0000
2014-05-19-07:47:17,27 0.0000
2014-05-19-07:47:22,27 0.0000
2014-05-19-07:47:27,28 0.0000
2014-05-19-07:47:32,28 0.0000
2014-05-19-07:47:37,28 0.0000
2014-05-19-07:47:42,29 0.0000
2014-05-19-07:47:47,29 0.0000
2014-05-19-07:47:52,30 0.0000
2014-05-19-07:47:57,30 0.0000
2014-05-19-07:48:02,30 0.0000
2014-05-19-07:48:07,31 0.0000
2014-05-19-07:48:12,31 0.0000
2014-05-19-07:48:17,32 0.0000
2014-05-19-07:48:22,32 0.0000
2014-05-19-07:48:27,32 0.0000
2014-05-19-07:48:32,33 0.0000
2014-05-19-07:48:37,33 0.0000
2014-05-19-07:48:42,34 0.0000
2014-05-19-07:48:47,34 0.0000
2014-05-19-07:48:52,34 0.0000
2014-05-19-07:48:57,35 0.0000
2014-05-19-07:49:02,35 0.0000
2014-05-19-07:49:07,36 0.0000
2014-05-19-07:49:12,36 0.0000
2014-05-19-07:49:17,36 0.0000
2014-05-19-07:49:22,37 0.0000
2014-05-19-07:49:27,37 0.0000
2014-05-19-07:49:32,37 0.0000
2014-05-19-07:49:37,38 0.0000
2014-05-19-07:49:42,38 0.0000
2014-05-19-07:49:47,39 0.0000
2014-05-19-07:49:52,39 0.0000
2014-05-19-07:49:57,39 0.0000
2014-05-19-07:50:02,40 0.0000
2014-05-19-07:50:07,40 0.0000
2014-05-19-07:50:12,41 0.0000
2014-05-19-07:50:17,41 0.0000
2014-05-19-07:50:22,41 0.0000
2014-05-19-07:50:27,42 0.0000
2014-05-19-07:50:32,42 0.0000
2014-05-19-07:50:37,43 0.0000
2014-05-19-07:50:42,43 0.0000
2014-05-19-07:50:47,43 0.0000
2014-05-19-07:50:52,44 0.0000
2014-05-19-07:50:57,44 0.0000
2014-05-19-07:51:02,45 0.0000
2014-05-19-07:51:07,45 0.0000
2014-05-19-07:51:12,45 0.0000
2014-05-19-07:51:17,46 0.0000
2014-05-19-07:51:22,46 0.0000
2014-05-19-07:51:27,46 0.0000
2014-05-19-07:51:32,47 0.0000
2014-05-19-07:51:37,47 0.0000
2014-05-19-07:51:42,48 0.0000
2014-05-19-07:51:47,48 0.0000
2014-05-19-07:51:52,48 0.0000
2014-05-19-07:51:57,49 0.0000
2014-05-19-07:52:02,49 0.0000
2014-05-19-07:52:07,50 0.0000
2014-05-19-07:52:12,50 0.0000
2014-05-19-07:52:17,50 0.0000
2014-05-19-07:52:22,51 0.0000
2014-05-19-07:52:27,51 0.0000
2014-05-19-07:52:32,52 0.0000
2014-05-19-07:52:37,52 0.0000
2014-05-19-07:52:42,52 0.0000
2014-05-19-07:52:47,53 0.0000
2014-05-19-07:52:52,53 0.0000
2014-05-19-07:52:57,53 0.0000
2014-05-19-07:53:02,54 0.0000
2014-05-19-07:53:07,54 0.0000
2014-05-19-07:53:12,55 0.0000
2014-05-19-07:53:17,55 0.0000
2014-05-19-07:53:22,55 0.0000
2014-05-19-07:53:27,56 0.0000
2014-05-19-07:53:32,56 0.0000
2014-05-19-07:53:37,57 0.0000
2014-05-19-07:53:42,57 0.0000
2014-05-19-07:53:47,57 0.0000
2014-05-19-07:53:52,58 0.0000
2014-05-19-07:53:57,58 0.0000
2014-05-19-07:54:02,59 0.0000
2014-05-19-07:54:07,59 0.0000
2014-05-19-07:54:12,59 0.0000
2014-05-19-07:54:17,60 0.0000
2014-05-19-07:54:22,60 0.0000
2014-05-19-07:54:27,61 0.0000
2014-05-19-07:54:32,61 0.0000
2014-05-19-07:54:37,61 0.0000
2014-05-19-07:54:42,62 0.0000
2014-05-19-07:54:47,62 0.0000
2014-05-19-07:54:52,62 0.0000
2014-05-19-07:54:57,63 0.0000
2014-05-19-07:55:02,63 0.0000
2014-05-19-07:55:07,64 0.0000
2014-05-19-07:55:12,64 0.0000
2014-05-19-07:55:17,64 0.0000
2014-05-19-07:55:22,65 0.0000
2014-05-19-07:55:27,65 0.0000
2014-05-19-07:55:32,66 0.0000
2014-05-19-07:55:37,66 0.0000
2014-05-19-07:55:42,66 0.0000
2014-05-19-07:55:47,67 0.0000
2014-05-19-07:55:52,67 0.0000
2014-05-19-07:55:57,68 0.0000
2014-05-19-07:56:02,68 0.0000
2014-05-19-07:56:07,68 0.0000
2014-05-19-07:56:12,69 0.0000
2014-05-19-07:56:17,70 0.0000
2014-05-19-07:56:22,70 0.0000
2014-05-19-07:56:27,71 0.0000
2014-05-19-07:56:32,71 0.0000
2014-05-19-07:56:37,72 0.0000
2014-05-19-07:56:42,72 0.0000
2014-05-19-07:56:47,72 0.0000
2014-05-19-07:56:52,73 0.0000
2014-05-19-07:56:57,73 0.0000
2014-05-19-07:57:02,73 0.0000
2014-05-19-07:57:07,74 0.0000
2014-05-19-07:57:12,74 0.0000
2014-05-19-07:57:17,75 0.0000
2014-05-19-07:57:22,75 0.0000
2014-05-19-07:57:27,75 0.0000
2014-05-19-07:57:32,76 0.0000
2014-05-19-07:57:37,76 0.0000
2014-05-19-07:57:42,77 0.0000
2014-05-19-07:57:47,77 0.0000
2014-05-19-07:57:52,77 0.0000
2014-05-19-07:57:57,78 0.0000
2014-05-19-07:58:02,78 0.0000
2014-05-19-07:58:07,79 0.0000
2014-05-19-07:58:12,79 0.0000
2014-05-19-07:58:17,79 0.0000
2014-05-19-07:58:22,80 0.0000
2014-05-19-07:58:27,80 0.0000
2014-05-19-07:58:32,81 0.0000
2014-05-19-07:58:37,81 0.0000
2014-05-19-07:58:42,81 0.0000
2014-05-19-07:58:47,82 0.0000
2014-05-19-07:58:52,82 0.0000
2014-05-19-07:58:57,82 0.0000
2014-05-19-07:59:02,83 0.0000
2014-05-19-07:59:07,83 0.0000
2014-05-19-07:59:12,84 0.0000
2014-05-19-07:59:17,84 0.0000
2014-05-19-07:59:22,84 0.0000
2014-05-19-07:59:27,85 0.0000
2014-05-19-07:59:32,85 0.0000
2014-05-19-07:59:37,86 0.0000
2014-05-19-07:59:42,86 0.0000
2014-05-19-07:59:47,86 0.0000
2014-05-19-07:59:52,87 0.0000
2014-05-19-07:59:57,87 0.0000
2014-05-19-08:00:02,88 0.0000
2014-05-19-08:00:07,88 0.0000
2014-05-19-08:00:12,88 0.0000
2014-05-19-08:00:17,89 0.0000
2014-05-19-08:00:22,89 0.0000
2014-05-19-08:00:27,89 0.0000
2014-05-19-08:00:32,90 0.0000
2014-05-19-08:00:37,90 0.0000
2014-05-19-08:00:42,91 0.0000
2014-05-19-08:00:47,91 0.0000
2014-05-19-08:00:52,91 0.0000
2014-05-19-08:00:57,92 0.0000
2014-05-19-08:01:02,92 0.0000
2014-05-19-08:01:07,93 0.0000
2014-05-19-08:01:12,93 0.0000
2014-05-19-08:01:17,93 0.0000
2014-05-19-08:01:22,94 0.0000
2014-05-19-08:01:27,94 0.0000
2014-05-19-08:01:32,95 0.0000
2014-05-19-08:01:37,95 0.0000
2014-05-19-08:01:42,95 0.0000
2014-05-19-08:01:47,96 0.0000
2014-05-19-08:01:52,96 0.0000
2014-05-19-08:01:57,97 0.0000
2014-05-19-08:02:02,97 0.0000
2014-05-19-08:02:07,97 0.0000
2014-05-19-08:02:12,98 0.0000
2014-05-19-08:02:17,98 0.0000
2014-05-19-08:02:22,98 0.0000
2014-05-19-08:02:27,99 0.0000
2014-05-19-08:02:32,99 0.0000
2014-05-19-08:02:38,00 0.0000
2014-05-19-08:02:43,00 0.0000
2014-05-19-08:02:48,00 0.0000
2014-05-19-08:02:53,01 0.0000
2014-05-19-08:02:58,01 0.0000
2014-05-19-08:03:03,02 0.0000
2014-05-19-08:03:08,02 0.0000
2014-05-19-08:03:13,02 0.0000
2014-05-19-08:03:18,03 0.0000
2014-05-19-08:03:23,03 0.0000
2014-05-19-08:03:28,04 0.0000
2014-05-19-08:03:33,04 0.0000
2014-05-19-08:03:38,04 0.0000
2014-05-19-08:03:43,05 0.0000
2014-05-19-08:03:48,05 0.0000
2014-05-19-08:03:53,06 0.0000
2014-05-19-08:03:58,06 0.0000
2014-05-19-08:04:03,06 0.0000
2014-05-19-08:04:08,07 0.0000
2014-05-19-08:04:13,07 0.0000
2014-05-19-08:04:18,07 0.0000
2014-05-19-08:04:23,08 0.0000
2014-05-19-08:04:28,08 0.0000
2014-05-19-08:04:33,09 0.0000
2014-05-19-08:04:38,09 0.0000
2014-05-19-08:04:43,09 0.0000
2014-05-19-08:04:48,10 0.0000
2014-05-19-08:04:53,10 0.0000
2014-05-19-08:04:58,11 0.0000
2014-05-19-08:05:03,11 0.0000
2014-05-19-08:05:08,11 0.0000
2014-05-19-08:05:13,12 0.0000
2014-05-19-08:05:18,13 0.0000
2014-05-19-08:05:23,13 0.0000
2014-05-19-08:05:28,13 0.0000
2014-05-19-08:05:33,14 0.0000
2014-05-19-08:05:38,14 0.0000
2014-05-19-08:05:43,15 0.0000
2014-05-19-08:05:48,15 0.0000
2014-05-19-08:05:53,15 0.0000
2014-05-19-08:05:58,16 0.0000
2014-05-19-08:06:03,16 0.0000
2014-05-19-08:06:08,16 0.0000
2014-05-19-08:06:13,17 0.0000
2014-05-19-08:06:18,17 0.0000
2014-05-19-08:06:23,18 0.0000
2014-05-19-08:06:28,18 0.0000
2014-05-19-08:06:33,18 0.0000
2014-05-19-08:06:38,19 0.0000
2014-05-19-08:06:43,19 0.0000
2014-05-19-08:06:48,20 0.0000
2014-05-19-08:06:53,20 0.0000
2014-05-19-08:06:58,20 0.0000
2014-05-19-08:07:03,21 0.0000
2014-05-19-08:07:08,21 0.0000
