2014-05-20-21:24:57,10 0.1648
2014-05-20-21:25:02,11 0.1714
2014-05-20-21:25:07,11 0.1648
2014-05-20-21:25:12,11 0.1714
2014-05-20-21:25:17,12 0.1648
2014-05-20-21:25:22,12 0.1714
2014-05-20-21:25:27,13 0.1648
2014-05-20-21:25:32,13 0.1648
2014-05-20-21:25:37,13 0.1714
2014-05-20-21:25:42,14 0.1648
2014-05-20-21:25:47,14 0.1714
2014-05-20-21:25:52,15 0.1648
2014-05-20-21:25:57,15 0.1648
2014-05-20-21:26:02,15 0.1714
2014-05-20-21:26:07,16 0.1648
2014-05-20-21:26:12,16 0.1714
2014-05-20-21:26:17,17 0.1648
2014-05-20-21:26:22,17 0.1648
2014-05-20-21:26:27,17 0.1714
2014-05-20-21:26:32,18 0.1648
2014-05-20-21:26:37,18 0.1714
2014-05-20-21:26:42,19 0.1648
2014-05-20-21:26:47,19 0.1714
2014-05-20-21:26:52,19 0.1648
2014-05-20-21:26:57,20 0.1714
2014-05-20-21:27:02,20 0.1648
2014-05-20-21:27:07,20 0.1714
2014-05-20-21:27:12,21 0.1648
2014-05-20-21:27:17,21 0.1648
2014-05-20-21:27:22,22 0.1648
2014-05-20-21:27:27,22 0.1714
2014-05-20-21:27:32,22 0.1648
2014-05-20-21:27:37,23 0.1714
2014-05-20-21:27:42,23 0.1648
2014-05-20-21:27:47,24 0.1714
2014-05-20-21:27:52,24 0.1648
2014-05-20-21:27:57,24 0.1714
2014-05-20-21:28:02,25 0.1648
2014-05-20-21:28:07,25 0.1648
2014-05-20-21:28:12,26 0.1714
2014-05-20-21:28:17,26 0.1648
2014-05-20-21:28:22,26 0.1648
2014-05-20-21:28:27,27 0.1714
2014-05-20-21:28:32,27 0.1714
2014-05-20-21:28:37,27 0.1648
2014-05-20-21:28:42,28 0.1648
2014-05-20-21:28:47,28 0.1714
2014-05-20-21:28:52,29 0.1648
2014-05-20-21:28:57,29 0.1714
2014-05-20-21:29:02,29 0.1648
2014-05-20-21:29:07,30 0.1714
2014-05-20-21:29:12,31 0.1647
2014-05-20-21:29:17,31 0.1714
2014-05-20-21:29:22,32 0.1647
2014-05-20-21:29:27,33 0.1713
2014-05-20-21:29:32,33 0.1582
2014-05-20-21:29:37,33 0.1714
2014-05-20-21:29:42,34 0.1648
2014-05-20-21:29:47,34 0.1714
2014-05-20-21:29:52,35 0.1648
2014-05-20-21:29:57,35 0.1714
2014-05-20-21:30:02,35 0.1648
2014-05-20-21:30:07,36 0.1714
2014-05-20-21:30:12,36 0.1648
2014-05-20-21:30:17,37 0.1714
2014-05-20-21:30:22,37 0.1647
2014-05-20-21:30:27,38 0.1714
2014-05-20-21:30:32,38 0.1648
2014-05-20-21:30:37,38 0.1648
2014-05-20-21:30:42,39 0.1781
2014-05-20-21:30:47,39 0.1715
2014-05-20-21:30:52,39 0.1714
2014-05-20-21:30:57,40 0.1648
2014-05-20-21:31:02,40 0.1648
2014-05-20-21:31:07,40 0.1714
2014-05-20-21:31:12,41 0.1648
2014-05-20-21:31:17,41 0.1714
2014-05-20-21:31:22,42 0.1648
2014-05-20-21:31:27,42 0.1648
2014-05-20-21:31:32,42 0.1714
2014-05-20-21:31:37,43 0.1648
2014-05-20-21:31:42,43 0.1714
2014-05-20-21:31:47,44 0.1648
2014-05-20-21:31:52,44 0.1714
2014-05-20-21:31:57,44 0.1648
2014-05-20-21:32:02,45 0.1648
2014-05-20-21:32:07,45 0.1714
2014-05-20-21:32:12,46 0.1648
2014-05-20-21:32:17,46 0.1714
2014-05-20-21:32:22,46 0.1648
2014-05-20-21:32:27,47 0.1714
2014-05-20-21:32:32,47 0.1648
2014-05-20-21:32:37,47 0.1714
2014-05-20-21:32:42,48 0.1648
2014-05-20-21:32:47,48 0.1714
2014-05-20-21:32:52,49 0.1648
2014-05-20-21:32:57,49 0.1714
2014-05-20-21:33:02,49 0.1648
2014-05-20-21:33:07,50 0.1714
2014-05-20-21:33:12,50 0.1648
2014-05-20-21:33:17,51 0.1714
2014-05-20-21:33:22,51 0.1648
2014-05-20-21:33:27,51 0.1714
2014-05-20-21:33:32,52 0.1648
2014-05-20-21:33:37,52 0.1648
2014-05-20-21:33:42,53 0.1648
2014-05-20-21:33:47,53 0.1714
2014-05-20-21:33:52,53 0.1648
2014-05-20-21:33:57,54 0.1714
2014-05-20-21:34:02,54 0.1648
2014-05-20-21:34:07,55 0.1714
2014-05-20-21:34:12,55 0.1648
2014-05-20-21:34:17,55 0.1714
2014-05-20-21:34:22,56 0.1648
2014-05-20-21:34:27,56 0.1648
2014-05-20-21:34:32,56 0.1714
2014-05-20-21:34:37,57 0.1714
2014-05-20-21:34:42,57 0.1648
2014-05-20-21:34:47,58 0.1648
2014-05-20-21:34:52,58 0.1714
2014-05-20-21:34:57,58 0.1648
2014-05-20-21:35:02,59 0.1714
2014-05-20-21:35:07,59 0.1648
2014-05-20-21:35:12,60 0.1648
2014-05-20-21:35:17,60 0.1714
2014-05-20-21:35:22,60 0.1648
2014-05-20-21:35:27,61 0.1714
2014-05-20-21:35:32,61 0.1648
2014-05-20-21:35:37,62 0.1714
2014-05-20-21:35:42,62 0.1648
2014-05-20-21:35:47,62 0.1714
2014-05-20-21:35:52,63 0.1648
2014-05-20-21:35:57,63 0.1648
2014-05-20-21:36:02,64 0.1648
2014-05-20-21:36:07,64 0.1714
2014-05-20-21:36:12,64 0.1648
2014-05-20-21:36:17,65 0.1714
2014-05-20-21:36:22,65 0.1648
2014-05-20-21:36:27,65 0.1714
2014-05-20-21:36:32,66 0.1648
2014-05-20-21:36:37,66 0.1714
2014-05-20-21:36:42,67 0.1648
2014-05-20-21:36:47,67 0.1648
2014-05-20-21:36:52,67 0.1714
2014-05-20-21:36:57,68 0.1648
2014-05-20-21:37:02,68 0.1714
2014-05-20-21:37:07,69 0.1648
2014-05-20-21:37:12,69 0.1648
2014-05-20-21:37:17,69 0.1714
2014-05-20-21:37:22,70 0.1648
2014-05-20-21:37:27,70 0.1714
2014-05-20-21:37:32,71 0.1648
2014-05-20-21:37:37,71 0.1648
2014-05-20-21:37:42,71 0.1714
2014-05-20-21:37:47,72 0.1648
2014-05-20-21:37:52,72 0.1714
2014-05-20-21:37:57,72 0.1648
2014-05-20-21:38:02,73 0.1714
2014-05-20-21:38:07,73 0.1648
2014-05-20-21:38:12,74 0.1714
2014-05-20-21:38:17,74 0.1648
2014-05-20-21:38:22,74 0.1648
2014-05-20-21:38:27,75 0.1714
2014-05-20-21:38:32,75 0.1648
2014-05-20-21:38:37,76 0.1714
2014-05-20-21:38:42,76 0.1648
2014-05-20-21:38:47,76 0.1648
2014-05-20-21:38:52,77 0.1714
2014-05-20-21:38:57,77 0.1648
2014-05-20-21:39:02,78 0.1714
2014-05-20-21:39:07,78 0.1648
2014-05-20-21:39:12,78 0.1714
2014-05-20-21:39:17,79 0.1649
2014-05-20-21:39:22,79 0.1714
2014-05-20-21:39:27,80 0.1648
2014-05-20-21:39:32,80 0.1648
2014-05-20-21:39:37,80 0.1714
2014-05-20-21:39:42,81 0.1648
2014-05-20-21:39:47,81 0.1714
2014-05-20-21:39:52,81 0.1648
2014-05-20-21:39:57,82 0.1648
2014-05-20-21:40:02,82 0.1714
2014-05-20-21:40:07,83 0.1648
2014-05-20-21:40:12,83 0.1714
2014-05-20-21:40:17,83 0.1648
2014-05-20-21:40:22,84 0.1648
2014-05-20-21:40:27,84 0.1714
2014-05-20-21:40:32,85 0.1648
2014-05-20-21:40:37,85 0.1714
2014-05-20-21:40:42,85 0.1648
2014-05-20-21:40:47,86 0.1648
2014-05-20-21:40:52,86 0.1714
2014-05-20-21:40:57,87 0.1648
2014-05-20-21:41:02,87 0.1714
2014-05-20-21:41:07,87 0.1648
2014-05-20-21:41:12,88 0.1714
2014-05-20-21:41:17,88 0.1648
2014-05-20-21:41:22,89 0.1714
2014-05-20-21:41:27,89 0.1648
2014-05-20-21:41:32,89 0.1648
2014-05-20-21:41:37,90 0.1714
2014-05-20-21:41:42,90 0.1648
2014-05-20-21:41:47,90 0.1714
2014-05-20-21:41:52,91 0.1648
2014-05-20-21:41:57,91 0.1648
2014-05-20-21:42:02,92 0.1714
2014-05-20-21:42:07,92 0.1648
2014-05-20-21:42:12,92 0.1714
2014-05-20-21:42:17,93 0.1648
2014-05-20-21:42:22,93 0.1648
2014-05-20-21:42:27,94 0.1714
2014-05-20-21:42:32,94 0.1648
2014-05-20-21:42:37,94 0.1714
2014-05-20-21:42:42,95 0.1648
2014-05-20-21:42:47,95 0.1648
2014-05-20-21:42:52,96 0.1714
2014-05-20-21:42:57,96 0.1648
2014-05-20-21:43:02,96 0.1714
2014-05-20-21:43:07,97 0.1648
2014-05-20-21:43:12,97 0.1648
2014-05-20-21:43:17,98 0.1714
2014-05-20-21:43:22,98 0.1648
2014-05-20-21:43:27,98 0.1714
2014-05-20-21:43:32,99 0.1648
2014-05-20-21:43:37,99 0.1714
2014-05-20-21:43:42,99 0.1648
2014-05-20-21:43:48,00 0.1648
2014-05-20-21:43:53,00 0.1714
2014-05-20-21:43:58,01 0.1648
2014-05-20-21:44:03,01 0.1714
2014-05-20-21:44:08,01 0.1648
2014-05-20-21:44:13,02 0.1648
2014-05-20-21:44:18,02 0.1714
2014-05-20-21:44:23,02 0.1715
2014-05-20-21:44:28,03 0.1649
2014-05-20-21:44:33,03 0.1648
2014-05-20-21:44:38,03 0.1714
2014-05-20-21:44:43,04 0.1648
2014-05-20-21:44:48,04 0.1714
2014-05-20-21:44:53,05 0.1648
2014-05-20-21:44:58,05 0.1648
2014-05-20-21:45:03,05 0.1714
2014-05-20-21:45:08,06 0.1648
2014-05-20-21:45:13,06 0.1714
2014-05-20-21:45:18,06 0.1648
2014-05-20-21:45:23,07 0.1648
2014-05-20-21:45:28,07 0.1714
2014-05-20-21:45:33,08 0.1648
2014-05-20-21:45:38,08 0.1714
2014-05-20-21:45:43,08 0.1648
2014-05-20-21:45:48,09 0.1714
2014-05-20-21:45:53,09 0.1648
2014-05-20-21:45:58,10 0.1648
2014-05-20-21:46:03,10 0.1714
2014-05-20-21:46:08,10 0.1648
2014-05-20-21:46:13,11 0.1714
2014-05-20-21:46:18,11 0.1648
2014-05-20-21:46:23,12 0.1648
2014-05-20-21:46:28,12 0.1714
2014-05-20-21:46:33,12 0.1648
2014-05-20-21:46:38,13 0.1714
2014-05-20-21:46:43,13 0.1648
2014-05-20-21:46:48,14 0.1714
2014-05-20-21:46:53,14 0.1648
2014-05-20-21:46:58,14 0.1648
2014-05-20-21:47:03,15 0.1714
2014-05-20-21:47:08,15 0.1648
2014-05-20-21:47:13,15 0.1714
2014-05-20-21:47:18,16 0.1648
2014-05-20-21:47:23,16 0.1648
2014-05-20-21:47:28,17 0.1714
2014-05-20-21:47:33,17 0.1648
2014-05-20-21:47:38,17 0.1714
2014-05-20-21:47:43,18 0.1648
2014-05-20-21:47:48,19 0.1713
2014-05-20-21:47:53,19 0.1648
2014-05-20-21:47:58,20 0.1713
2014-05-20-21:48:03,21 0.1647
2014-05-20-21:48:08,21 0.1713
2014-05-20-21:48:13,22 0.1648
2014-05-20-21:48:18,22 0.1648
2014-05-20-21:48:23,23 0.1714
2014-05-20-21:48:28,23 0.1648
2014-05-20-21:48:33,23 0.1714
2014-05-20-21:48:38,24 0.1648
2014-05-20-21:48:43,24 0.1648
2014-05-20-21:48:48,25 0.1714
2014-05-20-21:48:53,25 0.1648
2014-05-20-21:48:58,25 0.1714
2014-05-20-21:49:03,26 0.1648
2014-05-20-21:49:08,26 0.1648
2014-05-20-21:49:13,26 0.1714
2014-05-20-21:49:18,27 0.1648
2014-05-20-21:49:23,27 0.1714
2014-05-20-21:49:28,28 0.1648
2014-05-20-21:49:33,28 0.1714
2014-05-20-21:49:38,28 0.1648
2014-05-20-21:49:43,29 0.1714
2014-05-20-21:49:48,29 0.1648
2014-05-20-21:49:53,30 0.1648
2014-05-20-21:49:58,30 0.1714
2014-05-20-21:50:03,30 0.1648
2014-05-20-21:50:08,31 0.1714
2014-05-20-21:50:13,31 0.1648
2014-05-20-21:50:18,32 0.1648
2014-05-20-21:50:23,32 0.1714
2014-05-20-21:50:28,32 0.1648
2014-05-20-21:50:33,33 0.1714
2014-05-20-21:50:38,33 0.1648
2014-05-20-21:50:43,34 0.1714
2014-05-20-21:50:48,34 0.1648
2014-05-20-21:50:53,34 0.1648
2014-05-20-21:50:58,35 0.1714
2014-05-20-21:51:03,35 0.1648
2014-05-20-21:51:08,35 0.1714
2014-05-20-21:51:13,36 0.1648
2014-05-20-21:51:18,36 0.1714
2014-05-20-21:51:23,37 0.1648
2014-05-20-21:51:28,37 0.1648
2014-05-20-21:51:33,37 0.1714
2014-05-20-21:51:38,38 0.1648
2014-05-20-21:51:43,38 0.1780
2014-05-20-21:51:48,39 0.1714
2014-05-20-21:51:53,39 0.1714
2014-05-20-21:51:58,39 0.1648
2014-05-20-21:52:03,40 0.1648
2014-05-20-21:52:08,40 0.1714
2014-05-20-21:52:13,41 0.1648
2014-05-20-21:52:18,41 0.1714
2014-05-20-21:52:23,41 0.1648
2014-05-20-21:52:28,42 0.1648
2014-05-20-21:52:33,42 0.1714
2014-05-20-21:52:38,43 0.1648
2014-05-20-21:52:43,43 0.1714
2014-05-20-21:52:48,43 0.1648
2014-05-20-21:52:53,44 0.1648
2014-05-20-21:52:58,44 0.1714
2014-05-20-21:53:03,44 0.1648
2014-05-20-21:53:08,45 0.1714
2014-05-20-21:53:13,45 0.1648
2014-05-20-21:53:18,46 0.1648
2014-05-20-21:53:23,46 0.1714
2014-05-20-21:53:28,46 0.1648
2014-05-20-21:53:33,47 0.1714
2014-05-20-21:53:38,47 0.1648
2014-05-20-21:53:43,48 0.1714
2014-05-20-21:53:48,48 0.1648
2014-05-20-21:53:53,49 0.1779
2014-05-20-21:53:58,49 0.1648
2014-05-20-21:54:03,50 0.1714
2014-05-20-21:54:08,50 0.1647
2014-05-20-21:54:13,51 0.1648
2014-05-20-21:54:18,51 0.1714
2014-05-20-21:54:23,52 0.1648
2014-05-20-21:54:28,52 0.1714
2014-05-20-21:54:33,52 0.1648
2014-05-20-21:54:38,53 0.1648
2014-05-20-21:54:43,53 0.1714
2014-05-20-21:54:48,53 0.1648
2014-05-20-21:54:53,54 0.1714
2014-05-20-21:54:58,54 0.1648
2014-05-20-21:55:03,55 0.1648
2014-05-20-21:55:08,55 0.1714
2014-05-20-21:55:13,55 0.1648
2014-05-20-21:55:18,56 0.1714
2014-05-20-21:55:23,56 0.1648
2014-05-20-21:55:28,57 0.1648
2014-05-20-21:55:33,57 0.1714
2014-05-20-21:55:38,57 0.1648
2014-05-20-21:55:43,58 0.1714
2014-05-20-21:55:48,58 0.1648
2014-05-20-21:55:53,59 0.1714
2014-05-20-21:55:58,59 0.1648
2014-05-20-21:56:03,60 0.1713
2014-05-20-21:56:08,60 0.1648
2014-05-20-21:56:13,61 0.1648
2014-05-20-21:56:18,61 0.1714
2014-05-20-21:56:23,61 0.1648
2014-05-20-21:56:28,62 0.1714
2014-05-20-21:56:33,62 0.1648
2014-05-20-21:56:38,62 0.1648
2014-05-20-21:56:43,63 0.1714
2014-05-20-21:56:48,63 0.1648
2014-05-20-21:56:53,64 0.1713
2014-05-20-21:56:58,65 0.1647
2014-05-20-21:57:03,65 0.1714
2014-05-20-21:57:08,66 0.1648
2014-05-20-21:57:13,66 0.1714
2014-05-20-21:57:18,66 0.1648
2014-05-20-21:57:23,67 0.1648
2014-05-20-21:57:28,67 0.1714
2014-05-20-21:57:33,68 0.1648
2014-05-20-21:57:38,68 0.1714
2014-05-20-21:57:43,68 0.1648
2014-05-20-21:57:48,69 0.1648
2014-05-20-21:57:53,69 0.1714
2014-05-20-21:57:58,70 0.1648
2014-05-20-21:58:03,70 0.1714
2014-05-20-21:58:08,70 0.1648
2014-05-20-21:58:13,71 0.1648
2014-05-20-21:58:18,71 0.1714
2014-05-20-21:58:23,71 0.1648
2014-05-20-21:58:28,72 0.1714
2014-05-20-21:58:33,72 0.1648
2014-05-20-21:58:38,73 0.1648
2014-05-20-21:58:43,73 0.1714
2014-05-20-21:58:48,73 0.1648
2014-05-20-21:58:53,74 0.1714
2014-05-20-21:58:58,74 0.1648
2014-05-20-21:59:03,75 0.1648
2014-05-20-21:59:08,75 0.1714
2014-05-20-21:59:13,75 0.1648
2014-05-20-21:59:18,76 0.1714
2014-05-20-21:59:23,76 0.1648
2014-05-20-21:59:28,77 0.1714
2014-05-20-21:59:33,77 0.1648
2014-05-20-21:59:38,77 0.1648
2014-05-20-21:59:43,78 0.1714
2014-05-20-21:59:48,78 0.1648
2014-05-20-21:59:53,79 0.1714
2014-05-20-21:59:58,79 0.1648
2014-05-20-22:00:03,79 0.1714
2014-05-20-22:00:08,80 0.1648
2014-05-20-22:00:13,80 0.1714
2014-05-20-22:00:18,80 0.1648
2014-05-20-22:00:23,81 0.1648
2014-05-20-22:00:28,81 0.1714
2014-05-20-22:00:33,82 0.1648
2014-05-20-22:00:38,82 0.1714
2014-05-20-22:00:43,82 0.1648
2014-05-20-22:00:48,83 0.1714
2014-05-20-22:00:53,83 0.1648
2014-05-20-22:00:58,84 0.1648
2014-05-20-22:01:03,84 0.1714
2014-05-20-22:01:08,84 0.1648
2014-05-20-22:01:13,85 0.1714
2014-05-20-22:01:18,85 0.1648
2014-05-20-22:01:23,86 0.1648
2014-05-20-22:01:28,86 0.1714
2014-05-20-22:01:33,86 0.1648
2014-05-20-22:01:38,87 0.1714
2014-05-20-22:01:43,87 0.1648
2014-05-20-22:01:48,88 0.1648
2014-05-20-22:01:53,88 0.1714
2014-05-20-22:01:58,88 0.1648
2014-05-20-22:02:03,89 0.1714
2014-05-20-22:02:08,89 0.1648
2014-05-20-22:02:13,89 0.1648
2014-05-20-22:02:18,90 0.1714
2014-05-20-22:02:23,90 0.1648
2014-05-20-22:02:28,91 0.1714
2014-05-20-22:02:33,91 0.1648
2014-05-20-22:02:38,91 0.1714
2014-05-20-22:02:43,92 0.1648
2014-05-20-22:02:48,92 0.1648
2014-05-20-22:02:53,93 0.1714
2014-05-20-22:02:58,93 0.1648
2014-05-20-22:03:03,93 0.1714
2014-05-20-22:03:08,94 0.1648
2014-05-20-22:03:13,94 0.1714
2014-05-20-22:03:18,95 0.1648
2014-05-20-22:03:23,95 0.1648
2014-05-20-22:03:28,95 0.1714
2014-05-20-22:03:33,96 0.1648
2014-05-20-22:03:38,96 0.1714
2014-05-20-22:03:43,97 0.1648
2014-05-20-22:03:48,97 0.1648
2014-05-20-22:03:53,97 0.1714
2014-05-20-22:03:58,98 0.1648
2014-05-20-22:04:03,98 0.1714
2014-05-20-22:04:08,98 0.1648
2014-05-20-22:04:13,99 0.1648
2014-05-20-22:04:18,99 0.1714
2014-05-20-22:04:24,00 0.1648
2014-05-20-22:04:29,00 0.1714
2014-05-20-22:04:34,00 0.1648
2014-05-20-22:04:39,01 0.1714
2014-05-20-22:04:44,02 0.1647
2014-05-20-22:04:49,02 0.1714
2014-05-20-22:04:54,02 0.1648
2014-05-20-22:04:59,03 0.1648
2014-05-20-22:05:04,03 0.1714
2014-05-20-22:05:09,04 0.1648
2014-05-20-22:05:14,04 0.1714
2014-05-20-22:05:19,04 0.1648
2014-05-20-22:05:24,05 0.1648
2014-05-20-22:05:29,06 0.1713
2014-05-20-22:05:34,06 0.1648
2014-05-20-22:05:39,06 0.1714
2014-05-20-22:05:44,07 0.1648
2014-05-20-22:05:49,07 0.1713
2014-05-20-22:05:54,08 0.1647
2014-05-20-22:05:59,09 0.1648
2014-05-20-22:06:04,09 0.1714
2014-05-20-22:06:09,09 0.1648
2014-05-20-22:06:14,10 0.1714
2014-05-20-22:06:19,10 0.1648
2014-05-20-22:06:24,11 0.1714
2014-05-20-22:06:29,11 0.1648
2014-05-20-22:06:34,11 0.1648
2014-05-20-22:06:39,12 0.1714
2014-05-20-22:06:44,12 0.1648
2014-05-20-22:06:49,13 0.1714
2014-05-20-22:06:54,13 0.1648
2014-05-20-22:06:59,13 0.1648
2014-05-20-22:07:04,14 0.1714
2014-05-20-22:07:09,14 0.1648
2014-05-20-22:07:14,15 0.1714
2014-05-20-22:07:19,15 0.1648
2014-05-20-22:07:24,15 0.1648
2014-05-20-22:07:29,16 0.1714
2014-05-20-22:07:34,16 0.1648
2014-05-20-22:07:39,16 0.1714
2014-05-20-22:07:44,17 0.1648
2014-05-20-22:07:49,17 0.1648
2014-05-20-22:07:54,18 0.1714
2014-05-20-22:07:59,18 0.1714
2014-05-20-22:08:04,18 0.1648
2014-05-20-22:08:09,19 0.1714
2014-05-20-22:08:14,19 0.1648
2014-05-20-22:08:19,20 0.1648
2014-05-20-22:08:24,20 0.1714
2014-05-20-22:08:29,20 0.1648
2014-05-20-22:08:34,21 0.1714
2014-05-20-22:08:39,21 0.1648
2014-05-20-22:08:44,22 0.1648
2014-05-20-22:08:49,22 0.1714
2014-05-20-22:08:54,22 0.1648
2014-05-20-22:08:59,23 0.1714
2014-05-20-22:09:04,23 0.1648
2014-05-20-22:09:09,24 0.1648
2014-05-20-22:09:14,24 0.1714
2014-05-20-22:09:19,24 0.1648
2014-05-20-22:09:24,25 0.1714
2014-05-20-22:09:29,25 0.1648
2014-05-20-22:09:34,25 0.1714
2014-05-20-22:09:39,26 0.1648
2014-05-20-22:09:44,26 0.1648
2014-05-20-22:09:49,27 0.1714
2014-05-20-22:09:54,27 0.1648
2014-05-20-22:09:59,27 0.1714
2014-05-20-22:10:04,28 0.1648
2014-05-20-22:10:09,28 0.1714
2014-05-20-22:10:14,29 0.1648
2014-05-20-22:10:19,29 0.1714
2014-05-20-22:10:24,29 0.1648
2014-05-20-22:10:29,30 0.1648
2014-05-20-22:10:34,30 0.1714
2014-05-20-22:10:39,31 0.1648
2014-05-20-22:10:44,31 0.1714
2014-05-20-22:10:49,31 0.1648
2014-05-20-22:10:54,32 0.1648
2014-05-20-22:10:59,32 0.1714
2014-05-20-22:11:04,33 0.1648
2014-05-20-22:11:09,33 0.1714
2014-05-20-22:11:14,33 0.1648
2014-05-20-22:11:19,34 0.1648
2014-05-20-22:11:24,34 0.1714
2014-05-20-22:11:29,34 0.1648
2014-05-20-22:11:34,35 0.1714
2014-05-20-22:11:39,35 0.1648
2014-05-20-22:11:44,36 0.1648
2014-05-20-22:11:49,36 0.1714
2014-05-20-22:11:54,36 0.1648
2014-05-20-22:11:59,37 0.1714
2014-05-20-22:12:04,37 0.1648
2014-05-20-22:12:09,38 0.1648
2014-05-20-22:12:14,38 0.1847
2014-05-20-22:12:19,38 0.1648
2014-05-20-22:12:24,39 0.1714
2014-05-20-22:12:29,39 0.1648
2014-05-20-22:12:34,40 0.1714
2014-05-20-22:12:39,40 0.1648
2014-05-20-22:12:44,40 0.1714
2014-05-20-22:12:49,41 0.1648
2014-05-20-22:12:54,42 0.1713
2014-05-20-22:12:59,42 0.1648
2014-05-20-22:13:04,42 0.1648
2014-05-20-22:13:09,43 0.1714
2014-05-20-22:13:14,43 0.1648
2014-05-20-22:13:19,44 0.1713
2014-05-20-22:13:24,44 0.1648
2014-05-20-22:13:29,45 0.1714
2014-05-20-22:13:34,45 0.1648
2014-05-20-22:13:39,45 0.1648
2014-05-20-22:13:44,46 0.1714
2014-05-20-22:13:49,46 0.1648
2014-05-20-22:13:54,47 0.1714
2014-05-20-22:13:59,47 0.1648
2014-05-20-22:14:04,47 0.1648
2014-05-20-22:14:09,48 0.1781
2014-05-20-22:14:14,48 0.1648
2014-05-20-22:14:19,49 0.1714
2014-05-20-22:14:24,49 0.1648
2014-05-20-22:14:29,49 0.1648
2014-05-20-22:14:34,50 0.1714
2014-05-20-22:14:39,50 0.1648
2014-05-20-22:14:44,51 0.1714
2014-05-20-22:14:49,51 0.1648
2014-05-20-22:14:54,51 0.1648
2014-05-20-22:14:59,52 0.1714
2014-05-20-22:15:04,52 0.1648
2014-05-20-22:15:09,52 0.1714
2014-05-20-22:15:14,53 0.1648
2014-05-20-22:15:19,53 0.1714
2014-05-20-22:15:24,54 0.1648
2014-05-20-22:15:29,54 0.1648
2014-05-20-22:15:34,54 0.1714
2014-05-20-22:15:39,55 0.1648
2014-05-20-22:15:44,55 0.1714
2014-05-20-22:15:49,56 0.1648
2014-05-20-22:15:54,56 0.1714
2014-05-20-22:15:59,56 0.1648
2014-05-20-22:16:04,57 0.1648
2014-05-20-22:16:09,57 0.1714
2014-05-20-22:16:14,58 0.1648
2014-05-20-22:16:19,58 0.1714
2014-05-20-22:16:24,58 0.1648
2014-05-20-22:16:29,59 0.1714
2014-05-20-22:16:34,59 0.1648
2014-05-20-22:16:39,60 0.1714
2014-05-20-22:16:44,60 0.1648
2014-05-20-22:16:49,60 0.1648
2014-05-20-22:16:54,61 0.1714
2014-05-20-22:16:59,61 0.1648
2014-05-20-22:17:04,61 0.1714
2014-05-20-22:17:09,62 0.1648
2014-05-20-22:17:14,62 0.1648
2014-05-20-22:17:19,63 0.1714
2014-05-20-22:17:24,63 0.1648
2014-05-20-22:17:29,63 0.1714
2014-05-20-22:17:34,64 0.1648
2014-05-20-22:17:39,64 0.1648
2014-05-20-22:17:44,65 0.1714
2014-05-20-22:17:49,65 0.1648
2014-05-20-22:17:54,65 0.1714
2014-05-20-22:17:59,66 0.1648
2014-05-20-22:18:04,66 0.1648
2014-05-20-22:18:09,67 0.1714
2014-05-20-22:18:14,67 0.1648
2014-05-20-22:18:19,67 0.1714
2014-05-20-22:18:24,68 0.1648
2014-05-20-22:18:29,68 0.1714
2014-05-20-22:18:34,69 0.1648
2014-05-20-22:18:39,69 0.1648
2014-05-20-22:18:44,69 0.1714
2014-05-20-22:18:49,70 0.1648
2014-05-20-22:18:54,70 0.1714
2014-05-20-22:18:59,70 0.1648
2014-05-20-22:19:04,71 0.1714
2014-05-20-22:19:09,71 0.1648
2014-05-20-22:19:14,72 0.1648
2014-05-20-22:19:19,72 0.1714
2014-05-20-22:19:24,72 0.1648
2014-05-20-22:19:29,73 0.1714
2014-05-20-22:19:34,73 0.1648
2014-05-20-22:19:39,74 0.1648
2014-05-20-22:19:44,74 0.1714
2014-05-20-22:19:49,74 0.1648
2014-05-20-22:19:54,75 0.1714
2014-05-20-22:19:59,75 0.1648
2014-05-20-22:20:04,76 0.1648
2014-05-20-22:20:09,76 0.1714
2014-05-20-22:20:14,76 0.1648
2014-05-20-22:20:19,77 0.1714
2014-05-20-22:20:24,77 0.1648
2014-05-20-22:20:29,78 0.1714
2014-05-20-22:20:34,78 0.1648
2014-05-20-22:20:39,78 0.1714
2014-05-20-22:20:44,79 0.1648
2014-05-20-22:20:49,79 0.1714
2014-05-20-22:20:54,79 0.1648
2014-05-20-22:20:59,80 0.1648
2014-05-20-22:21:04,80 0.1714
2014-05-20-22:21:09,81 0.1648
2014-05-20-22:21:14,81 0.1714
2014-05-20-22:21:19,81 0.1648
2014-05-20-22:21:24,82 0.1648
2014-05-20-22:21:29,82 0.1714
2014-05-20-22:21:34,83 0.1648
2014-05-20-22:21:39,83 0.1714
2014-05-20-22:21:44,83 0.1648
2014-05-20-22:21:49,84 0.1648
2014-05-20-22:21:54,84 0.1714
2014-05-20-22:21:59,85 0.1648
2014-05-20-22:22:04,85 0.1714
2014-05-20-22:22:09,85 0.1648
2014-05-20-22:22:14,86 0.1714
2014-05-20-22:22:19,86 0.1648
2014-05-20-22:22:24,87 0.1648
2014-05-20-22:22:29,87 0.1714
2014-05-20-22:22:34,87 0.1648
2014-05-20-22:22:39,88 0.1714
2014-05-20-22:22:44,88 0.1648
2014-05-20-22:22:49,88 0.1648
2014-05-20-22:22:54,89 0.1714
2014-05-20-22:22:59,89 0.1648
2014-05-20-22:23:04,90 0.1714
2014-05-20-22:23:09,90 0.1648
2014-05-20-22:23:14,90 0.1648
